# Weather station Columbus / Port Columbus (airport), USA, METAR=KCMH,selection from 01.01.2021 till 01.05.2021, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=KCMH&lang=en
#
"Local time in Columbus / Port Columbus (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"26.04.2021 01:51";"4.0";"741.5";"764.5";"81";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 7500 m";"16.0";"1.0";
"26.04.2021 00:51";"6.0";"741.6";"764.5";"71";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 7500 m";"16.0";"1.0";
"25.04.2021 23:51";"6.0";"741.5";"764.3";"76";"Wind blowing from the north-east";"2";"";"";"";"Few clouds (10-30%) 7500 m";"16.0";"2.0";
"25.04.2021 22:51";"7.0";"741.7";"764.5";"71";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 7500 m";"16.0";"2.0";
"25.04.2021 21:51";"8.0";"741.8";"764.5";"66";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 5700 m";"16.0";"2.0";
"25.04.2021 20:51";"10.0";"741.5";"764.0";"54";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 5400 m";"16.0";"1.0";
"25.04.2021 19:51";"10.0";"741.0";"763.5";"54";"Wind blowing from the north";"3";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"1.0";
"25.04.2021 18:51";"11.0";"740.6";"763.0";"50";"Wind blowing from the north";"3";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"1.0";
"25.04.2021 17:51";"14.0";"740.8";"763.0";"39";"Wind blowing from the north-northwest";"6";"10";"";"";"Few clouds (10-30%) 7500 m";"16.0";"0.0";
"25.04.2021 16:51";"14.0";"740.6";"762.8";"41";"Wind blowing from the north-west";"6";"9";"";"";"Few clouds (10-30%) 7500 m";"16.0";"1.0";
"25.04.2021 15:51";"15.0";"739.9";"762.0";"42";"Wind blowing from the north-west";"6";"8";"";"";"No clouds";"16.0";"2.0";
"25.04.2021 14:51";"15.0";"739.6";"761.7";"48";"Wind blowing from the north-west";"6";"9";"";"";"Scattered clouds (40-50%) 1260 m, scattered clouds (40-50%) 7500 m";"16.0";"4.0";
"25.04.2021 13:51";"14.0";"739.6";"761.7";"55";"Wind blowing from the west-northwest";"6";"";"";"";"Scattered clouds (40-50%) 690 m, broken clouds (60-90%) 1170 m";"16.0";"5.0";
"25.04.2021 12:51";"13.0";"739.8";"762.0";"67";"Wind blowing from the north-west";"6";"";"";"";"Scattered clouds (40-50%) 690 m, broken clouds (60-90%) 1020 m";"12.8";"7.0";
"25.04.2021 11:51";"11.0";"739.3";"761.7";"82";"Wind blowing from the west-northwest";"7";"";"Haze";"";"Overcast (100%) 450 m";"9.6";"8.0";
"25.04.2021 10:51";"13.0";"739.0";"761.2";"77";"Wind blowing from the west-northwest";"7";"";"";"";"Broken clouds (60-90%) 720 m, overcast (100%) 1500 m";"12.8";"9.0";
"25.04.2021 09:51";"13.0";"738.5";"760.7";"72";"Wind blowing from the west-northwest";"5";"";"";"";"Broken clouds (60-90%) 720 m";"14.4";"8.0";
"25.04.2021 08:51";"12.0";"738.2";"760.5";"77";"Wind blowing from the west";"2";"";"";"";"Scattered clouds (40-50%) 930 m, broken clouds (60-90%) 1500 m";"14.4";"8.0";
"25.04.2021 07:51";"10.0";"737.6";"760.0";"88";"Wind blowing from the west";"2";"";"";"";"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 930 m";"16.0";"8.0";
"25.04.2021 06:51";"9.0";"737.2";"759.7";"94";"Wind blowing from the west";"2";"";"Mist";"";"Overcast (100%) 1020 m";"9.6";"8.0";
"25.04.2021 05:51";"9.0";"736.7";"759.2";"87";"Wind blowing from the west-northwest";"3";"";"";"";"Broken clouds (60-90%) 420 m, overcast (100%) 630 m";"11.2";"7.0";
"25.04.2021 05:20";"8.0";"736.5";"759.0";"93";"Wind blowing from the west-northwest";"4";"";"";"";"Overcast (100%) 420 m";"11.2";"7.0";
"25.04.2021 04:51";"8.0";"736.2";"758.7";"100";"Wind blowing from the west-northwest";"3";"";"Mist";"";"Broken clouds (60-90%) 510 m, overcast (100%) 870 m";"9.6";"8.0";
"25.04.2021 03:51";"8.0";"735.4";"757.9";"93";"Wind blowing from the west-northwest";"3";"";"";"";"Broken clouds (60-90%) 600 m, overcast (100%) 1410 m";"11.2";"7.0";
"25.04.2021 02:51";"9.0";"735.3";"757.7";"94";"Wind blowing from the west-northwest";"3";"";"";"";"Broken clouds (60-90%) 690 m, overcast (100%) 1410 m";"14.4";"8.0";
"25.04.2021 01:51";"9.0";"735.0";"757.4";"94";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 1410 m, overcast (100%) 1650 m";"14.4";"8.0";
"25.04.2021 00:51";"9.0";"735.0";"757.4";"94";"Wind blowing from the north-west";"3";"";"";"";"Scattered clouds (40-50%) 1380 m, overcast (100%) 1650 m";"16.0";"8.0";
"24.04.2021 23:51";"9.0";"735.0";"757.4";"87";"Wind blowing from the north-northwest";"3";"";"";"";"Overcast (100%) 1500 m";"16.0";"7.0";
"24.04.2021 22:51";"9.0";"734.8";"757.2";"87";"Wind blowing from the north";"2";"";"";"";"Few clouds (10-30%) 1110 m, overcast (100%) 1650 m";"16.0";"7.0";
"24.04.2021 21:51";"9.0";"734.8";"757.2";"87";"Wind blowing from the north-northeast";"2";"";"";"";"Few clouds (10-30%) 1050 m, overcast (100%) 1950 m";"16.0";"7.0";
"24.04.2021 20:51";"9.0";"734.5";"756.9";"87";"Wind blowing from the north";"3";"";"";"";"Overcast (100%) 2100 m";"16.0";"7.0";
"24.04.2021 19:51";"9.0";"734.0";"756.4";"87";"Wind blowing from the north";"3";"";"";"";"Overcast (100%) 2400 m";"16.0";"7.0";
"24.04.2021 18:51";"9.0";"733.8";"756.2";"87";"Wind blowing from the north-east";"3";"";"";"";"Scattered clouds (40-50%) 1650 m, broken clouds (60-90%) 2400 m, overcast (100%) 4500 m";"16.0";"7.0";
"24.04.2021 17:51";"10.0";"734.4";"756.7";"88";"Wind blowing from the east";"3";"";"Light rain";"";"Few clouds (10-30%) 750 m, broken clouds (60-90%) 1650 m, overcast (100%) 2700 m";"16.0";"8.0";
"24.04.2021 16:51";"10.0";"735.1";"757.4";"88";"Wind blowing from the east-southeast";"3";"";"Light rain";"";"Scattered clouds (40-50%) 1110 m, overcast (100%) 1950 m";"14.4";"8.0";
"24.04.2021 15:51";"11.0";"735.6";"757.9";"77";"Wind blowing from the east-southeast";"4";"";"Light rain";"";"Overcast (100%) 1950 m";"16.0";"7.0";
"24.04.2021 14:51";"11.0";"736.4";"758.7";"77";"Wind blowing from the south-southeast";"3";"";"Light rain";"";"Overcast (100%) 1800 m";"14.4";"7.0";
"24.04.2021 13:51";"13.0";"736.9";"759.0";"55";"Wind blowing from the south-southeast";"3";"";"Light rain";"";"Overcast (100%) 2100 m";"16.0";"4.0";
"24.04.2021 12:51";"14.0";"736.9";"759.0";"44";"Wind blowing from the east-southeast";"5";"";"";"";"Broken clouds (60-90%) 2100 m, overcast (100%) 6600 m";"16.0";"2.0";
"24.04.2021 11:51";"14.0";"737.9";"760.0";"41";"Wind blowing from the south-east";"5";"";"";"";"Scattered clouds (40-50%) 2550 m, broken clouds (60-90%) 6600 m";"16.0";"1.0";
"24.04.2021 10:51";"14.0";"738.4";"760.5";"41";"Wind blowing from the south-east";"4";"";"";"";"Scattered clouds (40-50%) 2550 m, broken clouds (60-90%) 4500 m, overcast (100%) 7500 m";"16.0";"1.0";
"24.04.2021 09:51";"13.0";"738.8";"761.0";"41";"Wind blowing from the east-southeast";"4";"";"";"";"Broken clouds (60-90%) 2550 m";"16.0";"0.0";
"24.04.2021 08:51";"13.0";"738.5";"760.7";"44";"Wind blowing from the east";"4";"";"";"";"Scattered clouds (40-50%) 2400 m, broken clouds (60-90%) 4500 m";"16.0";"1.0";
"24.04.2021 07:51";"10.0";"739.5";"762.0";"62";"Wind blowing from the east-southeast";"2";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"3.0";
"24.04.2021 06:51";"7.0";"739.8";"762.5";"71";"Wind blowing from the east-southeast";"2";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"2.0";
"24.04.2021 05:51";"6.0";"739.5";"762.3";"76";"Wind blowing from the east";"2";"";"";"";"Few clouds (10-30%) 2400 m, overcast (100%) 7500 m";"16.0";"2.0";
"24.04.2021 04:51";"5.0";"739.1";"762.0";"81";"Wind blowing from the east-southeast";"2";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"2.0";
"24.04.2021 03:51";"4.0";"739.4";"762.3";"87";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"2.0";
"24.04.2021 02:51";"6.0";"739.5";"762.3";"76";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 7500 m";"16.0";"2.0";
"24.04.2021 01:51";"6.0";"739.5";"762.3";"71";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"1.0";
"24.04.2021 00:51";"6.0";"740.0";"762.8";"76";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"2.0";
"23.04.2021 23:51";"7.0";"740.6";"763.3";"66";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"1.0";
"23.04.2021 22:51";"9.0";"740.9";"763.5";"58";"Wind blowing from the south-southeast";"2";"";"";"";"Broken clouds (60-90%) 3900 m";"16.0";"1.0";
"23.04.2021 21:51";"10.0";"741.0";"763.5";"50";"Wind blowing from the south";"2";"";"";"";"Few clouds (10-30%) 3300 m";"16.0";"0.0";
"23.04.2021 20:51";"11.0";"741.4";"763.8";"44";"Wind blowing from the south";"2";"";"";"";"Few clouds (10-30%) 2400 m";"16.0";"-1.0";
"23.04.2021 19:51";"11.0";"741.1";"763.5";"41";"Wind blowing from the south";"2";"";"";"";"Few clouds (10-30%) 2400 m";"16.0";"-2.0";
"23.04.2021 18:51";"13.0";"741.2";"763.5";"33";"Wind blowing from the south-west";"4";"";"";"";"Few clouds (10-30%) 2550 m";"16.0";"-3.0";
"23.04.2021 17:51";"14.0";"741.6";"763.8";"29";"Wind blowing from the west-southwest";"5";"";"";"";"Scattered clouds (40-50%) 3900 m";"16.0";"-4.0";
"23.04.2021 16:51";"14.0";"741.6";"763.8";"29";"Wind blowing from the south-southwest";"6";"10";"";"";"Scattered clouds (40-50%) 3600 m";"16.0";"-4.0";
"23.04.2021 15:51";"15.0";"741.9";"764.0";"27";"Wind blowing from the south-west";"7";"9";"";"";"Few clouds (10-30%) 2550 m, few clouds (10-30%) 3600 m";"16.0";"-4.0";
"23.04.2021 14:51";"15.0";"742.4";"764.5";"29";"Wind blowing from the south";"5";"";"";"";"Broken clouds (60-90%) 3600 m, broken clouds (60-90%) 7500 m";"16.0";"-3.0";
"23.04.2021 13:51";"14.0";"742.6";"764.8";"33";"Wind blowing from the south";"5";"9";"";"";"Broken clouds (60-90%) 3000 m, broken clouds (60-90%) 7500 m";"16.0";"-2.0";
"23.04.2021 12:51";"13.0";"743.0";"765.3";"33";"Wind blowing from the south-southwest";"4";"8";"";"";"Scattered clouds (40-50%) 2100 m, scattered clouds (40-50%) 3300 m, overcast (100%) 7500 m";"16.0";"-3.0";
"23.04.2021 11:51";"14.0";"743.5";"765.8";"33";"Wind blowing from the south-west";"5";"";"";"";"Scattered clouds (40-50%) 2100 m, scattered clouds (40-50%) 3300 m, overcast (100%) 7500 m";"16.0";"-2.0";
"23.04.2021 10:51";"12.0";"743.7";"766.1";"38";"Wind blowing from the west-southwest";"4";"";"";"";"Few clouds (10-30%) 1800 m, scattered clouds (40-50%) 2700 m, overcast (100%) 7500 m";"16.0";"-2.0";
"23.04.2021 09:51";"11.0";"743.8";"766.3";"44";"variable wind direction";"3";"";"";"";"Few clouds (10-30%) 1800 m, scattered clouds (40-50%) 2700 m, overcast (100%) 7500 m";"16.0";"-1.0";
"23.04.2021 08:51";"9.0";"743.6";"766.3";"46";"Wind blowing from the south-west";"3";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"-2.0";
"23.04.2021 07:51";"5.0";"743.6";"766.6";"61";"Wind blowing from the south-southwest";"2";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"-2.0";
"23.04.2021 06:51";"2.0";"742.9";"766.1";"75";"Wind blowing from the south";"2";"";"";"";"Scattered clouds (40-50%) 7500 m";"16.0";"-2.0";
"23.04.2021 05:51";"1.0";"742.3";"765.6";"75";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 7500 m";"16.0";"-3.0";
"23.04.2021 04:51";"1.0";"741.7";"765.0";"75";"Wind blowing from the south-east";"2";"";"";"";"No clouds";"16.0";"-3.0";
"23.04.2021 03:51";"1.0";"741.7";"765.0";"75";"Wind blowing from the south-east";"2";"";"";"";"No clouds";"16.0";"-3.0";
"23.04.2021 02:51";"1.0";"741.7";"765.0";"81";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"-2.0";
"23.04.2021 01:51";"1.0";"741.7";"765.0";"81";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"-2.0";
"23.04.2021 00:51";"2.0";"741.8";"765.0";"75";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"-2.0";
"22.04.2021 23:51";"2.0";"742.1";"765.3";"75";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"-2.0";
"22.04.2021 22:51";"3.0";"741.9";"765.0";"65";"Wind blowing from the south-southwest";"2";"";"";"";"No clouds";"16.0";"-3.0";
"22.04.2021 21:51";"5.0";"742.1";"765.0";"57";"Wind blowing from the south-west";"3";"";"";"";"No clouds";"16.0";"-3.0";
"22.04.2021 20:51";"6.0";"741.9";"764.8";"53";"Wind blowing from the west-southwest";"2";"";"";"";"No clouds";"16.0";"-3.0";
"22.04.2021 19:51";"6.0";"741.9";"764.8";"49";"Wind blowing from the west";"4";"";"";"";"Few clouds (10-30%) 1800 m";"16.0";"-4.0";
"22.04.2021 18:51";"8.0";"741.6";"764.3";"43";"Wind blowing from the west-northwest";"6";"";"";"";"Scattered clouds (40-50%) 1950 m";"16.0";"-4.0";
"22.04.2021 17:51";"9.0";"741.7";"764.3";"37";"Wind blowing from the west";"8";"";"";"";"Scattered clouds (40-50%) 2100 m";"16.0";"-5.0";
"22.04.2021 16:51";"9.0";"741.4";"764.0";"37";"Wind blowing from the west-northwest";"10";"13";"";"";"Broken clouds (60-90%) 1950 m";"16.0";"-5.0";
"22.04.2021 15:51";"10.0";"741.3";"763.8";"40";"Wind blowing from the west-southwest";"8";"11";"";"";"Few clouds (10-30%) 1650 m, broken clouds (60-90%) 2100 m";"16.0";"-3.0";
"22.04.2021 14:51";"7.0";"741.5";"764.3";"66";"Wind blowing from the west-northwest";"2";"";"";"";"Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 1950 m, broken clouds (60-90%) 2400 m";"16.0";"1.0";
"22.04.2021 14:25";"6.0";"741.6";"764.5";"71";"Wind blowing from the north-northwest";"4";"";"";"";"Few clouds (10-30%) 690 m, broken clouds (60-90%) 1140 m, broken clouds (60-90%) 2400 m";"11.2";"1.0";
"22.04.2021 14:16";"5.0";"741.9";"764.8";"76";"Wind blowing from the north-west";"6";"";"Light snow, rain";"";"Few clouds (10-30%) 630 m, broken clouds (60-90%) 1140 m, broken clouds (60-90%) 1440 m";"12.8";"1.0";
"22.04.2021 13:51";"9.0";"742.2";"764.8";"50";"Wind blowing from the west-southwest";"4";"8";"";"";"Scattered clouds (40-50%) 1140 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 2400 m";"16.0";"-1.0";
"22.04.2021 12:51";"4.0";"742.6";"765.6";"81";"Wind blowing from the west";"9";"";"Light rain";"";"Broken clouds (60-90%) 1080 m, broken clouds (60-90%) 1380 m, overcast (100%) 1650 m";"9.6";"1.0";
"22.04.2021 11:51";"7.0";"742.0";"764.8";"49";"Wind blowing from the west";"5";"";"";"";"Scattered clouds (40-50%) 1170 m, broken clouds (60-90%) 1500 m, overcast (100%) 2400 m";"16.0";"-3.0";
"22.04.2021 10:51";"8.0";"742.6";"765.3";"46";"Wind blowing from the west";"5";"";"";"";"Scattered clouds (40-50%) 1320 m, scattered clouds (40-50%) 1800 m";"16.0";"-3.0";
"22.04.2021 09:51";"7.0";"742.5";"765.3";"49";"Wind blowing from the west-southwest";"5";"8";"";"";"Scattered clouds (40-50%) 1230 m, scattered clouds (40-50%) 2700 m";"16.0";"-3.0";
"22.04.2021 08:51";"4.0";"742.0";"765.0";"61";"variable wind direction";"2";"";"";"";"Few clouds (10-30%) 1800 m, scattered clouds (40-50%) 2700 m";"16.0";"-3.0";
"22.04.2021 07:51";"3.0";"741.9";"765.0";"70";"Wind blowing from the west-northwest";"3";"";"";"";"Few clouds (10-30%) 1800 m, few clouds (10-30%) 2700 m";"16.0";"-2.0";
"22.04.2021 06:51";"1.0";"741.5";"764.8";"87";"Wind blowing from the west";"2";"";"";"";"Few clouds (10-30%) 1950 m, broken clouds (60-90%) 3000 m";"11.2";"-1.0";
"22.04.2021 05:51";"-1.0";"740.9";"764.3";"93";"Wind blowing from the west";"2";"";"";"";"Scattered clouds (40-50%) 3000 m";"11.2";"-2.0";
"22.04.2021 04:51";"-1.0";"740.4";"763.8";"93";"Wind blowing from the west";"3";"";"";"";"Few clouds (10-30%) 3000 m";"12.8";"-2.0";
"22.04.2021 03:51";"-1.0";"740.4";"763.8";"93";"Wind blowing from the west";"3";"";"";"";"No clouds";"14.4";"-2.0";
"22.04.2021 02:51";"0.0";"740.2";"763.5";"87";"Wind blowing from the west-southwest";"2";"";"";"";"No clouds";"16.0";"-2.0";
"22.04.2021 01:51";"1.0";"740.3";"763.5";"87";"Wind blowing from the west-southwest";"3";"";"";"";"No clouds";"16.0";"-1.0";
"22.04.2021 00:51";"1.0";"740.8";"764.0";"87";"Wind blowing from the west-southwest";"3";"";"";"";"Few clouds (10-30%) 3900 m";"16.0";"-1.0";
"21.04.2021 23:51";"1.0";"740.8";"764.0";"87";"Wind blowing from the west";"4";"";"";"";"Few clouds (10-30%) 3900 m";"16.0";"-1.0";
"21.04.2021 22:51";"1.0";"740.6";"763.8";"87";"Wind blowing from the west";"4";"";"";"";"Few clouds (10-30%) 1380 m, few clouds (10-30%) 3000 m";"16.0";"-1.0";
"21.04.2021 21:51";"1.0";"741.0";"764.3";"87";"Wind blowing from the west-southwest";"4";"";"";"";"Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 3000 m";"16.0";"-1.0";
"21.04.2021 20:51";"2.0";"740.8";"764.0";"81";"Wind blowing from the west";"5";"";"";"";"Few clouds (10-30%) 1500 m, few clouds (10-30%) 3000 m";"16.0";"-1.0";
"21.04.2021 19:51";"4.0";"740.3";"763.3";"56";"Wind blowing from the west";"6";"";"";"";"Scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 2250 m, broken clouds (60-90%) 3300 m";"16.0";"-4.0";
"21.04.2021 18:51";"4.0";"740.0";"763.0";"48";"Wind blowing from the west";"7";"";"";"";"Few clouds (10-30%) 1500 m, scattered clouds (40-50%) 2100 m";"16.0";"-6.0";
"21.04.2021 17:51";"6.0";"740.5";"763.3";"39";"Wind blowing from the west-northwest";"6";"";"";"";"Broken clouds (60-90%) 1800 m, broken clouds (60-90%) 2700 m";"16.0";"-7.0";
"21.04.2021 16:51";"6.0";"740.5";"763.3";"39";"Wind blowing from the west-northwest";"5";"9";"";"";"Broken clouds (60-90%) 1800 m, broken clouds (60-90%) 2550 m";"16.0";"-7.0";
"21.04.2021 16:31";"5.0";"740.4";"763.3";"42";"Wind blowing from the west";"6";"";"";"";"Broken clouds (60-90%) 1800 m";"16.0";"-7.0";
"21.04.2021 15:51";"6.0";"740.5";"763.3";"36";"Wind blowing from the north-west";"7";"";"";"";"Broken clouds (60-90%) 1950 m, broken clouds (60-90%) 2550 m";"16.0";"-8.0";
"21.04.2021 14:51";"6.0";"740.7";"763.5";"39";"Wind blowing from the north-west";"9";"12";"";"";"Overcast (100%) 2100 m";"16.0";"-7.0";
"21.04.2021 13:51";"5.0";"740.9";"763.8";"45";"Wind blowing from the north-west";"6";"8";"";"";"Broken clouds (60-90%) 1380 m, broken clouds (60-90%) 1650 m";"16.0";"-6.0";
"21.04.2021 12:51";"5.0";"740.9";"763.8";"45";"Wind blowing from the north-northwest";"6";"10";"";"";"Scattered clouds (40-50%) 1350 m, broken clouds (60-90%) 1650 m";"16.0";"-6.0";
"21.04.2021 11:51";"5.0";"741.1";"764.0";"57";"Wind blowing from the west-northwest";"8";"10";"";"";"Scattered clouds (40-50%) 930 m, broken clouds (60-90%) 1170 m, broken clouds (60-90%) 2100 m";"16.0";"-3.0";
"21.04.2021 10:51";"3.0";"740.9";"764.0";"65";"Wind blowing from the north-west";"9";"12";"";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 900 m, broken clouds (60-90%) 1800 m";"16.0";"-3.0";
"21.04.2021 09:51";"2.0";"740.4";"763.5";"75";"Wind blowing from the north-west";"7";"";"";"";"Scattered clouds (40-50%) 510 m, broken clouds (60-90%) 690 m, broken clouds (60-90%) 2400 m";"16.0";"-2.0";
"21.04.2021 08:51";"1.0";"739.8";"763.0";"87";"Wind blowing from the north-west";"5";"";"Light snow, mist";"";"Broken clouds (60-90%) 450 m, overcast (100%) 1080 m";"9.6";"-1.0";
"21.04.2021 08:17";"1.0";"739.8";"763.0";"87";"Wind blowing from the north-west";"5";"";"Light snow, mist";"";"Broken clouds (60-90%) 360 m, overcast (100%) 540 m";"9.6";"-1.0";
"21.04.2021 07:51";"1.0";"739.6";"762.8";"87";"Wind blowing from the north-west";"5";"";"Light snow, mist";"";"Overcast (100%) 420 m";"4.0";"-1.0";
"21.04.2021 06:51";"1.0";"739.1";"762.3";"87";"Wind blowing from the north-west";"6";"";"Light snow, mist";"";"Broken clouds (60-90%) 420 m, overcast (100%) 570 m";"9.6";"-1.0";
"21.04.2021 06:26";"1.0";"738.8";"762.0";"87";"Wind blowing from the north-west";"6";"";"Light snow, mist";"";"Overcast (100%) 390 m";"9.6";"-1.0";
"21.04.2021 05:51";"1.0";"738.3";"761.5";"87";"Wind blowing from the north-northwest";"6";"";"Light snow";"";"Overcast (100%) 270 m";"11.2";"-1.0";
"21.04.2021 04:51";"1.0";"737.8";"761.0";"87";"Wind blowing from the north-west";"8";"";"Light snow";"";"Broken clouds (60-90%) 270 m, overcast (100%) 570 m";"11.2";"-1.0";
"21.04.2021 03:51";"1.0";"737.1";"760.2";"87";"Wind blowing from the north-west";"6";"";"Light snow, mist";"";"Broken clouds (60-90%) 210 m, broken clouds (60-90%) 330 m, overcast (100%) 600 m";"8.0";"-1.0";
"21.04.2021 03:28";"1.0";"737.1";"760.2";"93";"Wind blowing from the north-west";"7";"9";"Light snow, mist";"";"Overcast (100%) 180 m";"2.0";"0.0";
"21.04.2021 02:51";"1.0";"736.9";"760.0";"93";"Wind blowing from the north-west";"6";"";"Snow, fog";"";"Overcast (100%) 210 m";"0.8";"0.0";
"21.04.2021 02:45";"1.0";"736.6";"759.7";"93";"Wind blowing from the north-west";"5";"";"Snow, fog";"";"Overcast (100%) 210 m";"0.8";"0.0";
"21.04.2021 01:51";"1.0";"736.4";"759.5";"93";"Wind blowing from the north-northwest";"5";"";"Light snow, mist";"";"Overcast (100%) 180 m";"1.6";"0.0";
"21.04.2021 01:17";"1.0";"736.6";"759.7";"93";"Wind blowing from the north-northwest";"5";"";"Light snow, mist";"";"Few clouds (10-30%) 180 m, overcast (100%) 270 m";"1.6";"0.0";
"21.04.2021 00:51";"1.0";"736.6";"759.7";"93";"Wind blowing from the north";"5";"";"Light snow, mist";"";"Overcast (100%) 240 m";"3.2";"0.0";
"21.04.2021 00:06";"1.0";"736.9";"760.0";"93";"Wind blowing from the north-northwest";"5";"";"Light snow, mist";"";"Few clouds (10-30%) 150 m, broken clouds (60-90%) 270 m, overcast (100%) 390 m";"3.2";"0.0";
"20.04.2021 23:51";"1.0";"736.9";"760.0";"93";"Wind blowing from the north-northwest";"6";"";"Light snow, mist";"";"Broken clouds (60-90%) 390 m, overcast (100%) 570 m";"4.8";"0.0";
"20.04.2021 22:51";"3.0";"736.7";"759.7";"81";"Wind blowing from the north-northwest";"9";"12";"";"";"Overcast (100%) 330 m";"16.0";"0.0";
